team,season,system,rating,hfa,solver_version,source,model_version
Youngstown State,2025,massey,8.593929255977832,2.747497475712196,1.0.0,,
Sam Houston,2025,massey,8.14648716384459,2.747497475712196,1.0.0,,
South Dakota State,2025,massey,8.11667258423875,2.747497475712196,1.0.0,,
Florida International,2025,massey,8.096379974097983,2.747497475712196,1.0.0,,
Austin Peay,2025,massey,7.495917139047954,2.747497475712196,1.0.0,,
Bowling Green,2025,massey,7.3572705893393415,2.747497475712196,1.0.0,,
Southern Utah,2025,massey,7.336814936079114,2.747497475712196,1.0.0,,
Southern Illinois,2025,massey,7.3293753737985865,2.747497475712196,1.0.0,,
Texas State,2025,massey,7.274312693063298,2.747497475712196,1.0.0,,
Abilene Christian,2025,massey,7.247845052867029,2.747497475712196,1.0.0,,
UC Davis,2025,massey,6.646145245607078,2.747497475712196,1.0.0,,
Illinois State,2025,massey,6.168606719361891,2.747497475712196,1.0.0,,
Rice,2025,massey,6.103292219492577,2.747497475712196,1.0.0,,
Sacramento State,2025,massey,5.728418931187036,2.747497475712196,1.0.0,,
Charlotte,2025,massey,5.517471808443807,2.747497475712196,1.0.0,,
Rhode Island,2025,massey,5.418587746560492,2.747497475712196,1.0.0,,
UTEP,2025,massey,5.361765432772168,2.747497475712196,1.0.0,,
Yale,2025,massey,5.300232532176385,2.747497475712196,1.0.0,,
Ball State,2025,massey,4.512945858879515,2.747497475712196,1.0.0,,
UL Monroe,2025,massey,4.372423871574776,2.747497475712196,1.0.0,,
Monmouth,2025,massey,4.315437918508668,2.747497475712196,1.0.0,,
Idaho State,2025,massey,3.958012720103465,2.747497475712196,1.0.0,,
Northern Arizona,2025,massey,3.6746379662357462,2.747497475712196,1.0.0,,
Idaho,2025,massey,3.52525835664152,2.747497475712196,1.0.0,,
Villanova,2025,massey,3.283447178507106,2.747497475712196,1.0.0,,
South Dakota,2025,massey,3.1709835456025233,2.747497475712196,1.0.0,,
West Georgia,2025,massey,2.683777576503506,2.747497475712196,1.0.0,,
Dartmouth,2025,massey,1.7115383908092061,2.747497475712196,1.0.0,,
Kent State,2025,massey,1.5362465609270117,2.747497475712196,1.0.0,,
Akron,2025,massey,1.5319329102478068,2.747497475712196,1.0.0,,
New Hampshire,2025,massey,0.7935567341151898,2.747497475712196,1.0.0,,
UT Rio Grande Valley,2025,massey,0.4483295510970389,2.747497475712196,1.0.0,,
East Tennessee State,2025,massey,0.0464860623202192,2.747497475712196,1.0.0,,
Alabama State,2025,massey,-0.6625259622960147,2.747497475712196,1.0.0,,
St. Thomas (MN),2025,massey,-0.9512780022663979,2.747497475712196,1.0.0,,
Massachusetts,2025,massey,-1.7276189601107121,2.747497475712196,1.0.0,,
Lafayette,2025,massey,-1.7836391949891792,2.747497475712196,1.0.0,,
Cal Poly,2025,massey,-1.9349841191649264,2.747497475712196,1.0.0,,
Western Carolina,2025,massey,-2.574518949075097,2.747497475712196,1.0.0,,
Wofford,2025,massey,-2.8341441303714583,2.747497475712196,1.0.0,,
Pennsylvania,2025,massey,-2.8466451588016066,2.747497475712196,1.0.0,,
Princeton,2025,massey,-3.9607161752002242,2.747497475712196,1.0.0,,
Stony Brook,2025,massey,-3.978324132029075,2.747497475712196,1.0.0,,
Incarnate Word,2025,massey,-4.09975759688477,2.747497475712196,1.0.0,,
Gardner-Webb,2025,massey,-4.198377466870887,2.747497475712196,1.0.0,,
Drake,2025,massey,-4.203830748290949,2.747497475712196,1.0.0,,
Eastern Kentucky,2025,massey,-4.247003015552881,2.747497475712196,1.0.0,,
Lamar,2025,massey,-4.263460097432836,2.747497475712196,1.0.0,,
William & Mary,2025,massey,-4.637923778157305,2.747497475712196,1.0.0,,
Brown,2025,massey,-5.120084135912219,2.747497475712196,1.0.0,,
Towson,2025,massey,-5.169646948519011,2.747497475712196,1.0.0,,
Eastern Washington,2025,massey,-5.437348220024704,2.747497475712196,1.0.0,,
Elon,2025,massey,-5.496228384110925,2.747497475712196,1.0.0,,
Northern Iowa,2025,massey,-5.818399060686254,2.747497475712196,1.0.0,,
Jackson State,2025,massey,-5.932072710220954,2.747497475712196,1.0.0,,
UT Martin,2025,massey,-6.261358437448478,2.747497475712196,1.0.0,,
Presbyterian,2025,massey,-6.34866930324043,2.747497475712196,1.0.0,,
Chattanooga,2025,massey,-6.876595075742228,2.747497475712196,1.0.0,,
Lindenwood,2025,massey,-7.01240686552319,2.747497475712196,1.0.0,,
Maine,2025,massey,-7.107269955919649,2.747497475712196,1.0.0,,
Cornell,2025,massey,-7.307823612606405,2.747497475712196,1.0.0,,
Central Washington,2025,massey,-7.435141163748979,2.747497475712196,1.0.0,,
South Carolina State,2025,massey,-7.435708589294805,2.747497475712196,1.0.0,,
Northern Colorado,2025,massey,-7.520416234303006,2.747497475712196,1.0.0,,
Holy Cross,2025,massey,-7.6865194587040335,2.747497475712196,1.0.0,,
Central Arkansas,2025,massey,-7.774265250702878,2.747497475712196,1.0.0,,
Colgate,2025,massey,-7.85500289755993,2.747497475712196,1.0.0,,
San Diego,2025,massey,-8.547756897208213,2.747497475712196,1.0.0,,
Utah Tech,2025,massey,-9.0534822620299,2.747497475712196,1.0.0,,
Southeast Missouri State,2025,massey,-9.098577187166123,2.747497475712196,1.0.0,,
Delaware State,2025,massey,-9.52328814058311,2.747497475712196,1.0.0,,
Duquesne,2025,massey,-9.599317913202432,2.747497475712196,1.0.0,,
Long Island University,2025,massey,-9.714308378820299,2.747497475712196,1.0.0,,
Richmond,2025,massey,-9.815175469463252,2.747497475712196,1.0.0,,
Central Connecticut,2025,massey,-9.892119749221933,2.747497475712196,1.0.0,,
Nicholls,2025,massey,-9.95105701069541,2.747497475712196,1.0.0,,
Charleston Southern,2025,massey,-10.06736675302411,2.747497475712196,1.0.0,,
The Citadel,2025,massey,-10.399825682270153,2.747497475712196,1.0.0,,
McNeese,2025,massey,-10.967176910284106,2.747497475712196,1.0.0,,
Prairie View A&M,2025,massey,-11.087019943101703,2.747497475712196,1.0.0,,
Indiana State,2025,massey,-11.178430355749054,2.747497475712196,1.0.0,,
North Carolina Central,2025,massey,-11.252113433403233,2.747497475712196,1.0.0,,
Sacred Heart,2025,massey,-11.86165218613586,2.747497475712196,1.0.0,,
Furman,2025,massey,-12.315061686196733,2.747497475712196,1.0.0,,
Merrimack,2025,massey,-12.451885836418844,2.747497475712196,1.0.0,,
Weber State,2025,massey,-13.021692158778512,2.747497475712196,1.0.0,,
Dayton,2025,massey,-13.693482545937005,2.747497475712196,1.0.0,,
Mercyhurst,2025,massey,-13.76281403339344,2.747497475712196,1.0.0,,
North Alabama,2025,massey,-14.328883668988905,2.747497475712196,1.0.0,,
Murray State,2025,massey,-14.415103441672304,2.747497475712196,1.0.0,,
Columbia,2025,massey,-15.673053302669844,2.747497475712196,1.0.0,,
Bryant,2025,massey,-15.966982809936717,2.747497475712196,1.0.0,,
Eastern Illinois,2025,massey,-16.05205046127857,2.747497475712196,1.0.0,,
East Texas A&M,2025,massey,-16.419968319408675,2.747497475712196,1.0.0,,
Georgetown,2025,massey,-16.421452675503456,2.747497475712196,1.0.0,,
Northern Michigan,2025,massey,-16.68209338459181,2.747497475712196,1.0.0,,
Campbell,2025,massey,-16.853906447967084,2.747497475712196,1.0.0,,
Bucknell,2025,massey,-17.021933080984912,2.747497475712196,1.0.0,,
Butler,2025,massey,-17.400222871344926,2.747497475712196,1.0.0,,
Morgan State,2025,massey,-17.726755206047276,2.747497475712196,1.0.0,,
Western Illinois,2025,massey,-18.19316495437282,2.747497475712196,1.0.0,,
Stonehill,2025,massey,-18.24026489031636,2.747497475712196,1.0.0,,
Chadron St,2025,massey,-18.75416459399646,2.747497475712196,1.0.0,,
Bethune-Cookman,2025,massey,-19.532926350319887,2.747497475712196,1.0.0,,
Portland State,2025,massey,-19.63468328139816,2.747497475712196,1.0.0,,
Marist,2025,massey,-19.94143148067947,2.747497475712196,1.0.0,,
Texas Southern,2025,massey,-20.285902012455903,2.747497475712196,1.0.0,,
UAlbany,2025,massey,-20.35708596023251,2.747497475712196,1.0.0,,
Wagner,2025,massey,-20.503511413022995,2.747497475712196,1.0.0,,
Fordham,2025,massey,-20.884855409329127,2.747497475712196,1.0.0,,
Grambling,2025,massey,-20.919865745023568,2.747497475712196,1.0.0,,
Robert Morris,2025,massey,-21.132601034176304,2.747497475712196,1.0.0,,
Samford,2025,massey,-21.96192820603374,2.747497475712196,1.0.0,,
Kentucky State,2025,massey,-24.148220049262324,2.747497475712196,1.0.0,,
Houston Christian,2025,massey,-24.155622762087145,2.747497475712196,1.0.0,,
Alcorn State,2025,massey,-24.27788823263509,2.747497475712196,1.0.0,,
Truman State,2025,massey,-24.62809729833408,2.747497475712196,1.0.0,,
Norfolk State,2025,massey,-24.794454246102102,2.747497475712196,1.0.0,,
Virginia St,2025,massey,-25.021934835554045,2.747497475712196,1.0.0,,
Miles College,2025,massey,-25.30823772745185,2.747497475712196,1.0.0,,
McKendree,2025,massey,-25.405527352684,2.747497475712196,1.0.0,,
Howard,2025,massey,-25.484474151147367,2.747497475712196,1.0.0,,
Tennessee State,2025,massey,-25.904987289633706,2.747497475712196,1.0.0,,
New Haven,2025,massey,-26.23889528439285,2.747497475712196,1.0.0,,
VMI,2025,massey,-28.696120585476244,2.747497475712196,1.0.0,,
Bowie State,2025,massey,-28.747043621249357,2.747497475712196,1.0.0,,
Adrian,2025,massey,-28.851098569926762,2.747497475712196,1.0.0,,
St. Francis (PA),2025,massey,-28.944064255486456,2.747497475712196,1.0.0,,
Hanover College,2025,massey,-29.118601745314194,2.747497475712196,1.0.0,,
Florida A&M,2025,massey,-29.352670578225297,2.747497475712196,1.0.0,,
North Carolina A&T,2025,massey,-29.382484481442887,2.747497475712196,1.0.0,,
Webber International,2025,massey,-29.505377846244464,2.747497475712196,1.0.0,,
Alabama A&M,2025,massey,-29.62773825006883,2.747497475712196,1.0.0,,
Morehead State,2025,massey,-30.94021034672505,2.747497475712196,1.0.0,,
ERSKINE,2025,massey,-31.56960222530264,2.747497475712196,1.0.0,,
Hampton,2025,massey,-31.602250787288774,2.747497475712196,1.0.0,,
Valdosta State,2025,massey,-31.620707499058522,2.747497475712196,1.0.0,,
West Liberty,2025,massey,-32.352750807655966,2.747497475712196,1.0.0,,
Northwestern State,2025,massey,-32.52760889028097,2.747497475712196,1.0.0,,
Tuskegee,2025,massey,-33.15142381069795,2.747497475712196,1.0.0,,
American International,2025,massey,-34.11051176174784,2.747497475712196,1.0.0,,
Albany State GA,2025,massey,-34.57060250001288,2.747497475712196,1.0.0,,
Valparaiso,2025,massey,-34.62744714420917,2.747497475712196,1.0.0,,
Southern,2025,massey,-34.63821153422767,2.747497475712196,1.0.0,,
St. Anselm,2025,massey,-34.66971864206432,2.747497475712196,1.0.0,,
Arkansas-Pine Bluff,2025,massey,-35.126044553239396,2.747497475712196,1.0.0,,
Allen,2025,massey,-35.15755531569697,2.747497475712196,1.0.0,,
Upper Iowa University,2025,massey,-35.420912360218665,2.747497475712196,1.0.0,,
Mississippi Valley State,2025,massey,-35.80448155876292,2.747497475712196,1.0.0,,
Elizabeth City State,2025,massey,-35.81893437719903,2.747497475712196,1.0.0,,
Fayetteville State,2025,massey,-38.466149807882836,2.747497475712196,1.0.0,,
Northeastern State,2025,massey,-39.541844348927356,2.747497475712196,1.0.0,,
Davidson,2025,massey,-39.691525740401715,2.747497475712196,1.0.0,,
Central State (OH),2025,massey,-41.93732040992482,2.747497475712196,1.0.0,,
Stetson,2025,massey,-42.282380699803355,2.747497475712196,1.0.0,,
Thomas More College,2025,massey,-42.41334943563929,2.747497475712196,1.0.0,,
Edward Waters,2025,massey,-42.742686188419,2.747497475712196,1.0.0,,
Kentucky Christian,2025,massey,-45.14756530570667,2.747497475712196,1.0.0,,
Savannah St,2025,massey,-47.64057054303915,2.747497475712196,1.0.0,,
Lincoln (PA),2025,massey,-47.804016421069605,2.747497475712196,1.0.0,,
Western Oregon,2025,massey,-48.13934729615546,2.747497475712196,1.0.0,,
Bentley,2025,massey,-49.170315019204956,2.747497475712196,1.0.0,,
Sul Ross State,2025,massey,-50.83942416528052,2.747497475712196,1.0.0,,
Cumberland (TN),2025,massey,-52.601465571166315,2.747497475712196,1.0.0,,
Louisiana College,2025,massey,-53.16651292164974,2.747497475712196,1.0.0,,
Morehouse College,2025,massey,-53.431043108038644,2.747497475712196,1.0.0,,
Southern Connecticut State,2025,massey,-53.72206859627468,2.747497475712196,1.0.0,,
Ferrum,2025,massey,-60.88773537438925,2.747497475712196,1.0.0,,
Virginia University Of Lynchburg,2025,massey,-65.63590873350736,2.747497475712196,1.0.0,,
Lincoln (CA),2025,massey,-66.70664550871334,2.747497475712196,1.0.0,,
Lane College,2025,massey,-68.81142934501207,2.747497475712196,1.0.0,,
BLUEFIELD,2025,massey,-76.52464718034767,2.747497475712196,1.0.0,,
Greensboro College,2025,massey,-84.8591690955936,2.747497475712196,1.0.0,,
Warner University,2025,massey,-85.44943379030029,2.747497475712196,1.0.0,,
Little Rock,2025,massey,-90.31780747889535,2.747497475712196,1.0.0,,
Auburn,2025,sp_plus,12.5,,,graphql,
UAB,2025,sp_plus,-16.8,,,graphql,
South Alabama,2025,sp_plus,-10.4,,,graphql,
Arkansas,2025,sp_plus,6.7,,,graphql,
Arizona State,2025,sp_plus,6.5,,,graphql,
Arizona,2025,sp_plus,13.0,,,graphql,
San Diego State,2025,sp_plus,7.2,,,graphql,
San José State,2025,sp_plus,-11.4,,,graphql,
Stanford,2025,sp_plus,-9.9,,,graphql,
California,2025,sp_plus,-4.1,,,graphql,
UCLA,2025,sp_plus,-8.5,,,graphql,
USC,2025,sp_plus,16.3,,,graphql,
Colorado State,2025,sp_plus,-14.5,,,graphql,
Colorado,2025,sp_plus,-6.8,,,graphql,
UConn,2025,sp_plus,6.3,,,graphql,
Delaware,2025,sp_plus,-12.6,,,graphql,
Florida State,2025,sp_plus,10.1,,,graphql,
Jacksonville State,2025,sp_plus,-5.2,,,graphql,
Florida,2025,sp_plus,0.5,,,graphql,
South Florida,2025,sp_plus,12.4,,,graphql,
Georgia Tech,2025,sp_plus,8.8,,,graphql,
Georgia,2025,sp_plus,24.3,,,graphql,
Hawai'i,2025,sp_plus,-1.1,,,graphql,
Iowa State,2025,sp_plus,9.5,,,graphql,
Boise State,2025,sp_plus,5.3,,,graphql,
Northwestern,2025,sp_plus,1.9,,,graphql,
Indiana,2025,sp_plus,29.9,,,graphql,
Notre Dame,2025,sp_plus,24.3,,,graphql,
Kentucky,2025,sp_plus,4.6,,,graphql,
Louisville,2025,sp_plus,9.1,,,graphql,
Western Kentucky,2025,sp_plus,1.1,,,graphql,
LSU,2025,sp_plus,10.2,,,graphql,
Boston College,2025,sp_plus,-11.8,,,graphql,
Massachusetts,2025,sp_plus,-34.9,,,graphql,
Maryland,2025,sp_plus,0.6,,,graphql,
Michigan State,2025,sp_plus,-5.2,,,graphql,
Michigan,2025,sp_plus,15.2,,,graphql,
Minnesota,2025,sp_plus,-0.2,,,graphql,
Missouri,2025,sp_plus,15.4,,,graphql,
Ole Miss,2025,sp_plus,21.9,,,graphql,
Duke,2025,sp_plus,3.7,,,graphql,
East Carolina,2025,sp_plus,6.0,,,graphql,
NC State,2025,sp_plus,0.7,,,graphql,
North Carolina,2025,sp_plus,-6.1,,,graphql,
Wake Forest,2025,sp_plus,5.8,,,graphql,
Nebraska,2025,sp_plus,8.8,,,graphql,
Rutgers,2025,sp_plus,-0.5,,,graphql,
New Mexico State,2025,sp_plus,-14.1,,,graphql,
New Mexico,2025,sp_plus,0.0,,,graphql,
Syracuse,2025,sp_plus,-12.9,,,graphql,
Bowling Green,2025,sp_plus,-15.7,,,graphql,
Miami OH,2025,sp_plus,-3.0,,,graphql,
Ohio State,2025,sp_plus,32.4,,,graphql,
Ohio,2025,sp_plus,-2.7,,,graphql,
Oklahoma State,2025,sp_plus,-16.4,,,graphql,
Oklahoma,2025,sp_plus,19.5,,,graphql,
Tulsa,2025,sp_plus,-10.7,,,graphql,
Oregon State,2025,sp_plus,-13.3,,,graphql,
Penn State,2025,sp_plus,16.4,,,graphql,
Temple,2025,sp_plus,-5.1,,,graphql,
Pittsburgh,2025,sp_plus,11.7,,,graphql,
Clemson,2025,sp_plus,9.2,,,graphql,
Memphis,2025,sp_plus,11.3,,,graphql,
Vanderbilt,2025,sp_plus,19.3,,,graphql,
Baylor,2025,sp_plus,1.4,,,graphql,
Rice,2025,sp_plus,-12.5,,,graphql,
Texas A&M,2025,sp_plus,22.6,,,graphql,
Houston,2025,sp_plus,7.3,,,graphql,
North Texas,2025,sp_plus,16.4,,,graphql,
Texas,2025,sp_plus,14.9,,,graphql,
BYU,2025,sp_plus,17.3,,,graphql,
Utah,2025,sp_plus,21.4,,,graphql,
James Madison,2025,sp_plus,12.5,,,graphql,
Virginia,2025,sp_plus,11.0,,,graphql,
Virginia Tech,2025,sp_plus,-8.6,,,graphql,
Washington,2025,sp_plus,17.5,,,graphql,
Washington State,2025,sp_plus,0.8,,,graphql,
Wisconsin,2025,sp_plus,-4.7,,,graphql,
Marshall,2025,sp_plus,-4.4,,,graphql,
West Virginia,2025,sp_plus,-5.3,,,graphql,
Fresno State,2025,sp_plus,-1.2,,,graphql,
Georgia Southern,2025,sp_plus,-12.1,,,graphql,
Old Dominion,2025,sp_plus,6.2,,,graphql,
Louisiana,2025,sp_plus,-8.6,,,graphql,
Coastal Carolina,2025,sp_plus,-11.5,,,graphql,
Texas State,2025,sp_plus,-1.5,,,graphql,
Utah State,2025,sp_plus,-0.7,,,graphql,
Alabama,2025,sp_plus,21.0,,,graphql,
Kennesaw State,2025,sp_plus,-1.5,,,graphql,
Mississippi State,2025,sp_plus,5.1,,,graphql,
Army,2025,sp_plus,-2.5,,,graphql,
Illinois,2025,sp_plus,10.7,,,graphql,
Air Force,2025,sp_plus,-5.8,,,graphql,
Akron,2025,sp_plus,-13.7,,,graphql,
App State,2025,sp_plus,-10.6,,,graphql,
Arkansas State,2025,sp_plus,-9.9,,,graphql,
Ball State,2025,sp_plus,-20.7,,,graphql,
Buffalo,2025,sp_plus,-8.0,,,graphql,
